Name,Address,Genre,Business Hours,Number of Seats,Phone Number,URL
MANA Smoothie,岩手県 盛岡市 下ノ橋町 1-26 下ノ橋アパート 2F,ジューススタンド,"営業時間
10:00～16:00
定休日
日曜日、月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011778/
cafe おーでんせ,岩手県 盛岡市 津志田西 2-16-91,カフェ、洋菓子、パン,"営業時間
[月～金]
10:00～16:00
定休日
土曜日、日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011554/
紅茶の店しゅん,岩手県 盛岡市 中ノ橋通 1-3-15,カフェ,"営業時間
11：00～19：00
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000586/
フーダオ,岩手県 盛岡市 上田 4-19-1,カフェ、台湾料理,,,,https://tabelog.com/iwate/A0301/A030101/3011581/
梅月堂,岩手県 盛岡市 本町通 1-9-40,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3001430/
PanoPano,岩手県 盛岡市 向中野 5-31-15,パン、サンドイッチ、洋菓子,"営業時間
8:00～20:00
日曜営業
定休日
月曜日",24席,,https://tabelog.com/iwate/A0301/A030101/3007049/
ボン・グー ユニバースサンタウン松園店,岩手県 盛岡市 北松園 2-13-1 ユニバースサンタウン松園,パン,,,,https://tabelog.com/iwate/A0301/A030101/3009904/
ロクテンハチ 盛岡フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン,サンドイッチ,"営業時間
[月～日]
10:00～20:30
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011642/
マンサナ ベーカリー,岩手県 盛岡市 永井 25地割33-8,パン,"営業時間
［金～日］
11:00～15:00(売り切れ次第終了)
日曜営業
定休日
月曜日、火曜日、水曜日、木曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012224/
ふわこっぺ 盛岡店,岩手県 盛岡市 緑が丘 3-19-12 伊藤ビル 1F,パン,"営業時間
12:00～パンが無くなり次第終了
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012101/
ワッフル Ms,岩手県 盛岡市 清水町 5-20,洋菓子,"営業時間
10:00～19:00
日曜営業
定休日
木曜日",4席,,https://tabelog.com/iwate/A0301/A030101/3007816/
三陸菓匠　さいとう フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン,和菓子,"営業時間
9:00～21:00",,,https://tabelog.com/iwate/A0301/A030101/3005176/
山善,岩手県 盛岡市 材木町 2-21,和菓子,"営業時間
9:30～19:00
日曜営業
定休日
元日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001428/
もりおか町家物語館 大正蔵,岩手県 盛岡市 鉈屋町 10-8 もりおか町家物語館,ジェラート・アイスクリーム,"営業時間
10:00～19:00
日曜営業
定休日
第4火曜日(祝日の際は営業、翌水曜日休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008459/
フルールきくや フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 フェザン おでんせ館 1F,洋菓子、和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3010029/
盛岡せんべい店 本店,岩手県 盛岡市 本町通 2-16-2,せんべい,"営業時間
10:00～17:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007946/
ジェラートアイス　ダンディライアン,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,ジェラート・アイスクリーム,"営業時間
10:00～19:00
※川徳の営業時間による
日曜営業
定休日
不定休　※川徳の休館日による
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004221/
シュクラン,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,スイーツ、ソフトクリーム,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005754/
戸田久餅店,岩手県 盛岡市 本町通 1-9-43,スイーツ,"営業時間
8:00～17:00
日曜営業
定休日
第2日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007819/
盛岡せんべい店 盛岡フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 フェザン 南館 1F,和菓子、せんべい,"営業時間
9:00～21:00
定休日
不定休(フェザンに準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008114/
ディジェーラ,岩手県 盛岡市 盛岡駅前通 11-11 木伏緑地,ジェラート・アイスクリーム、洋菓子,"営業時間
11:00～20:00
日曜営業
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （テイクアウト店）
                  ",,https://tabelog.com/iwate/A0301/A030101/3010814/
南部せんべい巖手屋 アネックスカワトク店,岩手県 盛岡市 緑が丘 4-1-50 アネックスカワトク  1F,和菓子、せんべい,"営業時間
10:00～19:00
定休日
元日のみ
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005769/
結庵,岩手県 盛岡市 向中野 7-19-20,和菓子,"営業時間
9:00～18:00
日曜営業
定休日
火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007200/
巖手屋 盛岡フェザン店,岩手県 盛岡市 駅前通り1-44,せんべい,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000611/
関口屋菓子舗,岩手県 盛岡市 神明町 2-3,和菓子,"営業時間
8:30～19:00
日曜営業
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004791/
白沢せんべい店,岩手県 盛岡市 紺屋町 2-16,せんべい,"営業時間
9:00～17:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005897/
みやざわ,岩手県 盛岡市 青山 3-18-9,和菓子,"営業時間
9:00〜19:00
日曜営業
定休日
第3火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",5席,,https://tabelog.com/iwate/A0301/A030101/3008178/
二葉屋 本店,岩手県 盛岡市 仙北 2-10-12,洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3008299/
ふるさとや,岩手県 盛岡市 天昌寺町 3-31,和菓子,"定休日
毎週日曜日、第3月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （お持ち帰りのお店です）
                  ",,https://tabelog.com/iwate/A0301/A030101/3005257/
松栄堂 フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3005178/
回進堂 フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 おでんせ館 1F,和菓子,"営業時間
9:00～21:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009660/
御菓子司 山善 川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3011519/
がんこ職人 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006842/
斉正餅店,岩手県 盛岡市 長田町 2-27,和菓子、大福,,,,https://tabelog.com/iwate/A0301/A030101/3011813/
坂角総本舗 川徳店,岩手県 盛岡市 菜園 1-10-1 川徳 B1F,せんべい,"営業時間
10:00～19:00
定休日
不定休(川徳に準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008691/
タベナクル,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビルフェザン 1F,洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3009806/
おいもの日,岩手県 盛岡市 紺屋町 7-14,焼き芋・大学芋、スイーツ,,,,https://tabelog.com/iwate/A0301/A030101/3012168/
蔵出し焼きいも専門店 のあの方舟 月が丘本店,岩手県 盛岡市 月が丘 3-30-8,スイーツ,"営業時間
11:00～19:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011328/
まるきょう製菓,岩手県 盛岡市 茶畑 1-2-29,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3006218/
銀座あけぼの 盛岡川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006168/
ゴディバ イオンモール盛岡南,岩手県 盛岡市 本宮 7-1-1 イオンモール盛岡南 1F,チョコレート、ソフトクリーム,"営業時間
9:00～21:00(L.O.20:45)
日曜営業
定休日
不定休（イオンモール盛岡南に準ずる）
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",7席,,https://tabelog.com/iwate/A0301/A030101/3010736/
ブールミッシュ 川徳盛岡店,岩手県 盛岡市 菜園 1-10-1 パルクアベニュー・カワトク B1F,洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3009353/
甘味処 鎌倉 盛岡城内丸店,岩手県 盛岡市 内丸 6-15 Est.21ビル 1F,和菓子、スイーツ,"営業時間
11:00～18:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012177/
京都利休のわらびもち,岩手県 盛岡市 みたけ 3-18-29,和菓子,"営業時間
[土・日]
11:00～16:00
日曜営業
定休日
月曜日、火曜日、水曜日、木曜日、金曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011986/
フーシェ,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,洋菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006169/
生生学舎 アダージョ,岩手県 盛岡市 中野 1-1-26,和菓子、洋菓子,"定休日
土曜日、日曜日、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011558/
馬ッコ本舗みやざわ 本店,岩手県 盛岡市 青山 2-15-26,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3005547/
カルミア,岩手県 盛岡市 南大通 1-1-24 有楽町街ビル 1F,クレープ・ガレット,"営業時間
[水・木・金]
11:10～18:00
[土・日・祝]
11:10～20:00
日曜営業
定休日
月曜日、火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012230/
前澤菓子店,岩手県 盛岡市 仙北 2-2-19,和菓子,"営業時間
7:00～18:30
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008033/
アンティーク ビーチ,岩手県 盛岡市 月が丘 1-27-33 ビーチテラス 1F,ジェラート・アイスクリーム,"営業時間
11:00～19:00
日曜営業
定休日
火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",6席,,https://tabelog.com/iwate/A0301/A030101/3008423/
馬ッコ本舗 みやざわ 盛岡駅フェザン店,岩手県 盛岡市 盛岡駅通1-44 盛岡駅ビル フェザン 1F,和菓子,"営業時間
9:00～21:00
定休日
不定休(盛岡駅ビル フェザンに準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008839/
私のプリン 桜,岩手県 盛岡市 内丸 6-10,プリン,"営業時間
11：00～18：30(※製品無くなり次第終了)
日曜営業
定休日
月曜日",,,https://tabelog.com/iwate/A0301/A030101/3012117/
ココラスク,岩手県 盛岡市 黒川 21-93-1 下河原商店,洋菓子,"営業時間
11:00～19:00
定休日
金曜日/e7月24日、25日、26日はお休み
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030103/3006552/
ちゃちゃちゃ本舗,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン  おでんせ館 1F,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3011949/
Strawberry Room 盛岡肴町店,岩手県 盛岡市 肴町 7-7,スイーツ,"営業時間
10:00～18:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011382/
ミスタードーナツ イオン盛岡ショップ,岩手県 盛岡市 前潟 4-7-1 イオンモール盛岡  2F,ドーナツ,"営業時間
10:00～22:00
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004587/
ジェラテリア ポポラリタ,岩手県 盛岡市 向中野 5-31-15,ジェラート・アイスクリーム,"営業時間
10:00～18:00
日曜営業
定休日
月曜日(祝日の際は営業)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009727/
メリー アネックスカワトク店,岩手県 盛岡市 緑が丘 4-1-50 アネックスカワトク,洋菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005756/
ビアードパパの作り立て工房 イオンモール盛岡店,岩手県 盛岡市 前潟 4-7-1 イオンモール盛岡  1F,シュークリーム、洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3005161/
小松屋菓子店 ジョイス　球場前店,岩手県 盛岡市 三ツ割 四丁目9番1号 ジョイス球場前店内,和菓子,"営業時間
日曜祝日9:00～20:00
平日、土10:00～20:00
定休日
無休※ジョイス球場前店の定休日に準ずる
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006124/
かどしげ農園 カキ氷店,岩手県 盛岡市 門 2-21-10,かき氷,"営業時間
10:00～16:00
日曜営業
定休日
水曜日・木曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010765/
太子堂 ふるさとランドFC店,岩手県 盛岡市 東安庭 3-17-35,和菓子、ジェラート・アイスクリーム,,,,https://tabelog.com/iwate/A0301/A030101/3011377/
松田屋,岩手県 盛岡市 南大通 3-12-48,和菓子,"営業時間
9:00～17:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007882/
和菓子の文生,岩手県 盛岡市 下太田 下川原160-10,和菓子,"営業時間
8:00～19:00
定休日
お正月1・2・3・日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004582/
大丸屋,岩手県 盛岡市 本町通 1-9-42,和菓子,"営業時間
[月～土]
9:00～18:00
定休日
日曜日定休日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007269/
長沢屋,岩手県 盛岡市 神明町 2-9,和菓子,"営業時間
9:30～18:30
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007874/
おだや,岩手県 盛岡市 西青山 2-8-10,大福,"営業時間
［火・水・木］
10:00～無くなり次第終了
定休日
月曜日、金曜日、土曜日、日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011485/
コジマのフルーツ大福,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン  B1F,和菓子,"営業時間
10:00～20:30
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011780/
彩果の宝石 パルクアベニュー・カワトク店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,洋菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005782/
ひみつのあかねちゃん,岩手県 盛岡市 開運橋通 1-40 田村ビル 2F,かき氷,"営業時間
13:00～17:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",8席,,https://tabelog.com/iwate/A0301/A030101/3012324/
popoLas,岩手県 盛岡市 長田町 11-12,チョコレート,"営業時間
10:00～17:00
日曜営業
定休日
月曜日、火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012114/
もち吉 盛岡店,岩手県 盛岡市 本宮 4-33-23,せんべい、大福、和菓子,"営業時間
10:00～18:30
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011660/
千秋堂 盛岡つなぎ工房,岩手県 盛岡市 繋 字尾入野64-102 盛岡手づくり村,和菓子,"営業時間
9:00～17:00
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030104/3011047/
復興応援の店 りあすぱーく,岩手県 盛岡市 内丸 3-46 盛岡市役所内丸分庁舎 1F,ソフトクリーム,"営業時間
10:30～17:00
日曜営業
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012251/
陽月菓子舗,岩手県 盛岡市 八幡町 6-6,和菓子,"営業時間
9:00～売り切れ次第閉店
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001429/
山岸商店,岩手県 盛岡市 仙北 1-11-13,たい焼き・大判焼き、ジェラート・アイスクリーム,"営業時間
8:00～18:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008742/
資生堂パーラー パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,洋菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006838/
丸竹 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニュー川徳地 B1F,和菓子,"営業時間
10:00～19:00
定休日
不定休(パルクアベニュー川徳に準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008783/
ことりでアイスクリーム,岩手県 盛岡市 上田堤 2-17-1,ジェラート・アイスクリーム,"営業時間
13:00～18:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010306/
ブールミッシュ パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,洋菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006837/
メリー 川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,洋菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005755/
Salon de Royal Takata,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン  おでんせ館 1F,チョコレート、洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3011703/
甘栗太郎 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006836/
サーティワンアイスクリーム イオンモール盛岡南店,岩手県 盛岡市 本宮 字稲荷10-1 イオンモール盛岡南  3F,ジェラート・アイスクリーム,"営業時間
10:00～22:00
日曜営業
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005640/
双鶴本舗 丸基屋 南大通本店,岩手県 盛岡市 南大通 1-12-21,和菓子,"営業時間
[月・水・木・金・土・日]
9:00～18:00
日曜営業
定休日
火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012142/
不二家 イオンSuC盛岡渋民店,岩手県 盛岡市 玉山 区渋民字鶴飼20-1,洋菓子,"営業時間
10:00～21:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005772/
岩手菓子倶楽部 フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3005179/
本高砂屋 川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク,和菓子,"営業時間
10:00～19:00
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006746/
盛岡せんべい店 大通店,岩手県 盛岡市 大通 3-2-30,せんべい,,,,https://tabelog.com/iwate/A0301/A030101/3010475/
サーティワンアイスクリーム イオンモール盛岡店,岩手県 盛岡市 前潟 4-7-1 イオンモール盛岡  2F,ジェラート・アイスクリーム,"営業時間
10:00～22:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005713/
高級フルーツ大福 季の果 盛岡店,岩手県 盛岡市 上堂 4-13-12,大福,"営業時間
10:00～18:00
(商品がなくなり次第クローズ)
日曜営業
定休日
月曜日(月曜日祝日の場合は火曜日)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011941/
源吉兆庵 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006834/
モロゾフ アネックスカワトク店,岩手県 盛岡市 緑が丘 4-1-50 アネックスカワトク  1F,洋菓子,"営業時間
10:00～19:00
定休日
不定休(アネックスカワトクに準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006989/
甘栗太郎 盛岡川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
不定休(パルクアベニューカワトクに準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008575/
あじせん,岩手県 盛岡市 永井 24-90-12,和菓子,"営業時間
11:00〜15:00
定休日
日曜祝日年末年始
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008034/
銀座文明堂 アネックスカワトク店,岩手県 盛岡市 緑が丘 4-1-50 アネックスカワトク,和菓子、洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3009582/
白松がモナカ本舗 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
日曜営業
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006840/
銀座文明堂 パルクアベニュー川徳店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク  B1F,和菓子,"営業時間
10:00～19:00
定休日
年中無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006841/
サーティワンアイスクリーム イオンスーパーセンター盛岡渋民店,岩手県 盛岡市 玉山 区渋民字鶴飼20-1,ジェラート・アイスクリーム、クレープ・ガレット,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006019/
ユーハイム アネックスカワトク,岩手県 盛岡市 緑が丘  4-1-50,洋菓子,"営業時間
10:00～19:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005648/
アネックスカワトク 銘店,岩手県 盛岡市 緑が丘 4-1-50 1F,和菓子、洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3009583/
ココフラン イオンモール盛岡店,岩手県 盛岡市 前潟 4-7-1 イオンモール盛岡  1F,洋菓子,"営業時間
9:00～21:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007415/
リンツ ショコラ ブティック 盛岡フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビルフェザン 本館 2F,チョコレート,"営業時間
10:00～20:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011017/
あすなろ屋 飯岡店,岩手県 盛岡市 下飯岡 11地割130-5 あすなろ園 飯岡事業所,和菓子、洋菓子,,,,https://tabelog.com/iwate/A0301/A030101/3011557/
盛岡せんべい店 盛岡手作り村,岩手県 盛岡市 繋 字尾入野64-12,せんべい,"営業時間
8:40～17:00
日曜営業
定休日
無休(年末年始のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030104/3008247/
七福や 上田店,岩手県 盛岡市 上田 1-10-35,和菓子,,,,https://tabelog.com/iwate/A0301/A030101/3011688/
