Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
Genesis Electrified GV70 w/ Prestige Package,Genesis,Electrified GV70,2023,5NMMCET19PH000180,,Used,49450,58381.0,https://images.autotrader.com/hn/c/65f9b291f31d4be0be66006cfd5cfa02.jpg,"Interiorcolor = [Interior Color: White]
Milerange = [Mile Range: 236 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 236 EV Mile Range]
Mileage = [Miles: 4,729]","4,729",,Savile Silver,SUV,Electric,Electric,All wheel drive,,,,eCarOne,Plano,TX,75093,4.9,8178560093,https://www.autotrader.com/cars-for-sale/vehicle/710642409,Great,2024-04-19 122958
Genesis Electrified GV70 w/ Prestige Package,Genesis,Electrified GV70,2023,5NMMCET10PH000181,,Used,49450,58381.0,https://images.autotrader.com/hn/c/23e2f74302d94c62b284629f49e43a89.jpg,"Interiorcolor = [Interior Color: White]
Milerange = [Mile Range: 236 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 236 EV Mile Range]
Mileage = [Miles: 4,805]","4,805",,Savile Silver,SUV,Electric,Electric,All wheel drive,,,,eCarOne,Plano,TX,75093,4.9,8178560093,https://www.autotrader.com/cars-for-sale/vehicle/712400180,Great,2024-04-19 122958
Genesis GV80 3.5T w/ Prestige Package 07,Genesis,GV80,2022,KMUHCESC6NU096812,,Used,49372,52519.0,https://images.autotrader.com/hn/c/c9a1b5ab333c45428718ce8300d76734.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 16,094]","16,094",GENGV80|3.5T,Savile Silver,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Huntley Ford,Huntley,IL,60142,4.7,3126229462,https://www.autotrader.com/cars-for-sale/vehicle/702263033,Great,2024-04-19 122958
Genesis GV80 3.5T Advanced +,Genesis,GV80,2021,KMUHCESC7MU043843,,Used,49336,,https://images.autotrader.com/hn/c/58efb4de554e460ca1015fd20ae4b198.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 32,950]","32,950",GENGV80|3.5T Advanced +,Gray,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Melloy Dodgeland,Albuquerque,NM,87114,,5058087769,https://www.autotrader.com/cars-for-sale/vehicle/710950612,,2024-04-19 122958
Genesis G70 3.3T w/ Sport Prestige Package,Genesis,G70,2023,KMTG54TE2PU133569,,Used,49309,39925.0,https://images.autotrader.com/hn/c/312d114fb70f4d79b9ad7fe70ac9fca6.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 657]",657,GENG70|3.3T,Makalu Gray,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,17,26,,Coconut Creek Subaru,Coconut Creek,FL,33073,4.6,7542511024,https://www.autotrader.com/cars-for-sale/vehicle/706756670,,2024-04-19 122958
Genesis G70 3.3T w/ Sport Prestige Package,Genesis,G70,2023,KMTG54TE5PU127300,,Certified,49304,40810.0,https://images.autotrader.com/hn/c/e4437fc9ad8f47debde4f54b7bde7412.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 4,798]","4,798",GENG70|3.3T,Uyuni White,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,17,26,,Genesis of Amherst,Amherst,NY,14226,3.9,7164277546,https://www.autotrader.com/cars-for-sale/vehicle/709588598,,2024-04-19 122958
Genesis G70 3.3T Sport,Genesis,G70,2024,KMTG54SE1RU139125,,Used,49211,,https://images.autotrader.com/hn/c/f773785916644760a0ab30f21d72bf6c.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 27 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 6]",6,GENG70|3.3T Sport,Vatna Gray,SEDAN,Gasoline,6-Cylinder Turbo,2 wheel drive - rear,18,27,,Coconut Creek Subaru,Coconut Creek,FL,33073,4.6,7542511024,https://www.autotrader.com/cars-for-sale/vehicle/712418705,,2024-04-19 122958
Genesis G70 3.3T Sport,Genesis,G70,2024,KMTG54SEXRU139236,,Used,49202,,https://images.autotrader.com/hn/c/569977e56c114e24b0d6c04007227e54.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 27 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 6]",6,GENG70|3.3T Sport,Alta White,SEDAN,Gasoline,6-Cylinder Turbo,2 wheel drive - rear,18,27,,Coconut Creek Subaru,Coconut Creek,FL,33073,4.6,7542511024,https://www.autotrader.com/cars-for-sale/vehicle/712418741,,2024-04-19 122958
Genesis GV60 Advanced,Genesis,GV60,2023,KMUKCDTC9PU018560,,Used,49188,45685.0,https://images.autotrader.com/hn/c/3662c737e11540c2931d5b4db39565dc.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 248 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 248 EV Mile Range]
Mileage = [Miles: 28]",28,GENGV60|Advanced,Alta White,SUV,Electric,Electric,All wheel drive,,,,FREEMAN MAZDA,Irving,TX,75062,4.7,2148070007,https://www.autotrader.com/cars-for-sale/vehicle/705964233,,2024-04-19 122958
Genesis GV60 Advanced,Genesis,GV60,2023,KMUKCDTC4PU017106,,Used,49188,45685.0,https://images.autotrader.com/hn/c/6e924c5349d7435e9de5c12aba0d7bbb.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 248 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 248 EV Mile Range]
Mileage = [Miles: 36]",36,GENGV60|Advanced,Uyuni White,SUV,Electric,Electric,All wheel drive,,,,FREEMAN MAZDA,Irving,TX,75062,4.7,2148070007,https://www.autotrader.com/cars-for-sale/vehicle/705964226,,2024-04-19 122958
Genesis GV80 3.5T w/ Advanced Package 06,Genesis,GV80,2022,KMUHCESC2NU076055,,Used,49133,52336.0,https://images.autotrader.com/hn/c/2b58d88ca1a344fba21be80a3fcf1f81.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 24,668]","24,668",GENGV80|3.5T,Adriatic Blue,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Findlay Toyota Prescott,Prescott,AZ,86305,4.7,9282778096,https://www.autotrader.com/cars-for-sale/vehicle/706366916,Great,2024-04-19 122958
Genesis GV80 3.5T w/ Advanced Package 06,Genesis,GV80,2021,KMUHCESC7MU058911,,Certified,49063,,https://images.autotrader.com/hn/c/c410ccbbb93d4927b848c6f2578ac921.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 25,130]","25,130",GENGV80|3.5T,Vik Black,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Jenkins Hyundai of Ocala,Ocala,FL,34471,4.7,3524611068,https://www.autotrader.com/cars-for-sale/vehicle/710917482,,2024-04-19 122958
"Genesis GV80 2.5T w/ Prestige 20"" Package",Genesis,GV80,2023,KMUHBDSB8PU137366,,Used,49000,51056.0,https://images.autotrader.com/hn/c/ad86dbcae96e439fb59ccf918dfc545d.jpg,"Interiorcolor = [Interior Color: Orange]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 24 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 7,761]","7,761",GENGV80|2.5T,Gray,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,24,,Lawrence KIA,Lawrence,KS,66046,4.8,7855927294,https://www.autotrader.com/cars-for-sale/vehicle/707719984,Great,2024-04-19 122958
"Genesis GV80 2.5T w/ Prestige 20"" Package",Genesis,GV80,2023,KMUHBDSB5PU131900,,Used,49000,47659.0,https://images.autotrader.com/hn/c/ff6cfbbc715c48d7923a45c5a8cac619.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 24 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 15,272]","15,272",GENGV80|2.5T,Gray,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,24,,Lexus of Louisville,Louisville,KY,40299,4.9,8129139107,https://www.autotrader.com/cars-for-sale/vehicle/711256171,Good,2024-04-19 122958
Genesis G80,Genesis,G80,2023,KMTGE4S15PU003946,,Used,49000,56118.0,https://assets.cai-media-management.com/ps-vehicle-media/6482510a-d9b4-48a6-9fe1-c01dc22ba59c.jpg,"Interiorcolor = [Interior Color: White]
Milerange = [Mile Range: 282 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 282 EV Mile Range]
Mileage = [Miles: 14,200]","14,200",,Blue,SEDAN,Electric,Electric,All wheel drive,,,,Private Seller Exchange,Bainbridge Island,WA,98110,,,https://www.autotrader.com/cars-for-sale/vehicle/712092283,Great,2024-04-19 122958
Genesis GV80 2.5T w/ PRESTIGE PACKAGE 04,Genesis,GV80,2022,KMUHBDSB5NU096935,,Used,49000,45033.0,https://images.autotrader.com/hn/c/c48ab3c3cf5043cfaa878731d28dc028.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 21 City / 25 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 15,787]","15,787",GENGV80|2.5T,Savile Silver,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,21,25,,Boulevard Ford Lincoln,Georgetown,DE,19947,4.6,3022173756,https://www.autotrader.com/cars-for-sale/vehicle/712428659,,2024-04-19 122958
Genesis GV80 2.5T w/ Advanced Package,Genesis,GV80,2023,KMUHBDSB3PU113007,,Used,49000,46041.0,https://images.autotrader.com/hn/c/e70c9279de7f4a7b80a8dde0da40dfdd.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 24 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 30,098]","30,098",GENGV80|2.5T,Green,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,24,,Mercedes-Benz of Tuscaloosa,Tuscaloosa,AL,35405,4.4,2056320434,https://www.autotrader.com/cars-for-sale/vehicle/711347118,,2024-04-19 122958
Genesis GV80 3.5T,Genesis,GV80,2021,KMUHCESC9MU046226,,Used,49000,47327.0,https://images.autotrader.com/hn/c/2d882ac5645142e085950528d5c0a6bd.jpg,"Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 17,414]","17,414",GENGV80|3.5T,Gold Coast Silver,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Country Chevrolet,Warrenton,VA,20186,4.8,5409057208,https://www.autotrader.com/cars-for-sale/vehicle/691196635,Good,2024-04-19 122958
Genesis GV80 2.5T w/ Advanced Package,Genesis,GV80,2023,KMUHBDSB7PU110661,,Used,49000,50395.0,https://images.autotrader.com/hn/c/d3afa693cb4f4f518456e88a48d8581e.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 24 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,808]","5,808",GENGV80|2.5T,Savile Silver,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,24,,Anaheim Hyundai,Anaheim,CA,92806,4.2,7144095137,https://www.autotrader.com/cars-for-sale/vehicle/703904475,Great,2024-04-19 122958
Genesis GV80 2.5T w/ Advanced Package,Genesis,GV80,2023,KMUHBDSB2PU108641,,Used,49000,46491.0,https://images.autotrader.com/hn/c/fbbb69a09c6e4ce99910b8a3a136d2b9.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 24 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 25,266]","25,266",GENGV80|2.5T,Vik Black,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,24,,Koons Silver Spring Ford Mazda,Silver Spring,MD,20904,4.5,2404687769,https://www.autotrader.com/cars-for-sale/vehicle/712216293,,2024-04-19 122958
Genesis G70 3.3T w/ Sport Prestige Package,Genesis,G70,2023,KMTG54TE7PU110336,,Certified,48999,41735.0,https://images.autotrader.com/hn/c/5e56f352ed65473ea2696f024aedcea9.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 8,060]","8,060",GENG70|3.3T,Hallasan Green,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,17,26,,Boucher Hyundai of Waukesha,Waukesha,WI,53186,4.8,,https://www.autotrader.com/cars-for-sale/vehicle/699378920,,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTB2PU130137,,Used,48997,45113.0,https://images.autotrader.com/hn/c/4c32a94c82a8440aaef14358ca3fdfab.jpg,"Interiorcolor = [Interior Color: Red]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 6,292]","6,292",GENGV70|2.5T,Savile Silver,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,Genesis of Winston-Salem,Winston Salem,NC,27127,,3367016852,https://www.autotrader.com/cars-for-sale/vehicle/710749290,,2024-04-19 122958
Genesis G80 2.5T,Genesis,G80,2023,KMTGB4SCXPU179305,,Used,48997,45947.0,https://images.autotrader.com/hn/c/d33792f5e5a14e63a630257ddd1c9222.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 30 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 11,767]","11,767",GENG80|2.5T,Vik Black,SEDAN,Gasoline,4-Cylinder Turbo,All wheel drive,22,30,,Genesis of Cherry Hills,Marlton,NJ,08053,,,https://www.autotrader.com/cars-for-sale/vehicle/707990678,,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTB3PU125593,,Certified,48997,47068.0,https://images.autotrader.com/hn/c/4710378ba7504655a58ca7489467926c.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,669]","5,669",GENGV70|2.5T,Mauna Red,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,HYUNDAI INLAND EMPIRE,Loma Linda,CA,92354,4.7,9093123109,https://www.autotrader.com/cars-for-sale/vehicle/704241363,Good,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTB6PU139469,,Used,48995,44777.0,https://images.autotrader.com/hn/c/2ed1ccf2af614009827af936dc006353.jpg,"Interiorcolor = [Interior Color: Blue]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 7,595]","7,595",GENGV70|2.5T,Savile Silver,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,Sterling Buick GMC,Opelousas,LA,70570,4.7,3374677468,https://www.autotrader.com/cars-for-sale/vehicle/702299613,,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTB4PU139647,,Used,48995,45864.0,https://images.autotrader.com/hn/c/986488569ee34a34bff8deba028cbf62.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,694]","5,694",GENGV70|2.5T,Mauna Red,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,Norm Reeves Genesis Online,,,,,5627740217,https://www.autotrader.com/cars-for-sale/vehicle/711861613,Good,2024-04-19 122958
Genesis G80,Genesis,G80,2023,KMTGE4S17PU003298,,Used,48995,,https://images.autotrader.com/hn/c/7418dceccf6542a780802f4f2b0fb024.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 282 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 282 EV Mile Range]
Mileage = [Miles: 8,775]","8,775",,Vik Black,SEDAN,Electric,Electric,All wheel drive,,,,Greenway Ford,Orlando,FL,32817,4.3,4072168512,https://www.autotrader.com/cars-for-sale/vehicle/709363850,,2024-04-19 122958
Genesis GV80 3.5T Advanced +,Genesis,GV80,2021,KMUHCESC8MU068900,,Used,48995,47805.0,https://images.autotrader.com/hn/c/991d5b50797c4de2a8a8b44a47714adf.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 10,941]","10,941",GENGV80|3.5T Advanced +,Savile Silver,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Automotive Avenues,Wall,NJ,07727,5.0,7326556828,https://www.autotrader.com/cars-for-sale/vehicle/711793833,Good,2024-04-19 122958
Genesis GV70 3.5T Sport w/ Sport Prestige Package,Genesis,GV70,2023,KMUMCDTC7PU096733,,Used,48995,52144.0,https://images.autotrader.com/hn/c/a1e2fcadd9e342a0a7e1df0de8cc4f89.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 19 City / 24 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 21,881]","21,881",GENGV70|3.5T Sport,Vik Black,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,19,24,,Mazda Lakeland,Lakeland,FL,33812,4.6,8632209524,https://www.autotrader.com/cars-for-sale/vehicle/708678367,Great,2024-04-19 122958
Genesis G70 3.3T w/ Sport Prestige Package,Genesis,G70,2023,KMTG54TE9PU117983,,Used,48995,,https://images.autotrader.com/hn/c/5a4a7fac7e1446e3b697748a88cee369.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 27 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 10,343]","10,343",GENG70|3.3T,Makalu Gray,SEDAN,Gasoline,6-Cylinder Turbo,2 wheel drive - rear,18,27,,Coconut Creek Subaru,Coconut Creek,FL,33073,4.6,7542511024,https://www.autotrader.com/cars-for-sale/vehicle/712723907,,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTBXPU118804,,Certified,48995,46700.0,https://images.autotrader.com/hn/c/544067207e3a402292ae7071aabd88ce.jpg,"Interiorcolor = [Interior Color: Blue]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 3,975]","3,975",GENGV70|2.5T,Mauna Red,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,Norm Reeves Genesis Online,,,,,5627740217,https://www.autotrader.com/cars-for-sale/vehicle/711271871,Good,2024-04-19 122958
Genesis GV80 3.5T w/ Prestige Package 07,Genesis,GV80,2021,KMUHCESC4MU074337,,Used,48993,46655.0,https://images.autotrader.com/hn/c/dc788f41df3b42569f6be70e0ad834a8.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 23,670]","23,670",GENGV80|3.5T,Vik Black,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Tommie Vaughn Ford,Houston,TX,77008,4.5,3463266085,https://www.autotrader.com/cars-for-sale/vehicle/709501417,,2024-04-19 122958
Genesis GV80 3.5T w/ Prestige Package 07,Genesis,GV80,2021,KMUHCESC0MU038273,,Used,48991,44272.0,,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 40,333]","40,333",GENGV80|3.5T,Cardiff Green,SUV,Gasoline,6-Cylinder Turbo,All wheel drive,18,23,,Platinum Motorsports Inc,Hickory Hills,IL,60457,4.8,7085298535,https://www.autotrader.com/cars-for-sale/vehicle/711562290,,2024-04-19 122958
Genesis GV70 2.5T w/ Sport Prestige Package,Genesis,GV70,2023,KMUMADTBXPU120908,,Used,48991,44883.0,https://images.autotrader.com/hn/c/828fe42f339c43459cd366690379e84b.jpg,"Interiorcolor = [Interior Color: Red]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,564]","5,564",GENGV70|2.5T,Alta White,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,28,,Bert Ogden INFINITI,Edinburg,TX,78542,4.5,9566031158,https://www.autotrader.com/cars-for-sale/vehicle/710583530,,2024-04-19 122958
Genesis G90 5.0 Ultimate,Genesis,G90,2021,KMTF54PH7MU086518,,Certified,48991,47360.0,https://images.autotrader.com/hn/c/c8f8db33fbb9486a8c62b3be41e0a6f9.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 16 City / 23 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 37,252]","37,252",GENG90|5.0 Ultimate,Savile Silver,SEDAN,Gasoline,8-Cylinder,All wheel drive,16,23,,King Hyundai Genesis,Deerfield Beach,FL,33441,4.3,7545472047,https://www.autotrader.com/cars-for-sale/vehicle/711008268,Good,2024-04-19 122958
