State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Missouri,LIBERTY,BesaMe Wellness - Liberty,"5918 SOUTHVIEW DR, LIBERTY, Missouri 64068",(816) 775-2920,social@besamewellness.com,https://www.instagram.com/besamefam,https://weedmaps.com/dispensaries/besame-wellness-liberty#details
Missouri,Kansas City,Kansas City Marijuana Doctor,"7611 State Line Road Suite 150, Kansas City, Missouri 64114",(816) 839-5677,kansascity@missourimarijuanacard.com,https://www.instagram.com/missourimarijuanacard/,https://weedmaps.com/doctors/kansas-city-marijuana-doctor#details
Oklahoma,Bristow,DANK CANNABIS DISPENSARY - BRISTOW,"610 South Chestnut Street, Bristow, Oklahoma 74010",(918) 771-4329,dankbristow@gmail.com,,https://weedmaps.com/dispensaries/dispensary-90909090913#details
Missouri,Kansas City,From The Earth Dispensary Brookside,"6200 TROOST AVE, Kansas City, Missouri 64110",(816) 514-0717,social@ftemo.com,https://www.instagram.com/fromtheearthmo/,https://weedmaps.com/dispensaries/from-the-earth-5#details
Missouri,Kansas City,MMJ Clinic of America,"800 E 101st Terrace Ste 350, Kansas City, Missouri 64131",(816) 708-1670,info@mmjclinicofamerica.com,,https://weedmaps.com/doctors/mmj-clinic-of-america#details
Missouri,Kansas City,Terrabis - Kansas City,"7025 Prospect Ave, Kansas City, Missouri 64132",(816) 654-6599,marketing@terrabis.co,https://www.instagram.com/terrabis_hq/,https://weedmaps.com/dispensaries/terrabis-kansas-city-coming-soon#details
Missouri,Independence,PrestoDoctor.com (100% Online),"Please Visit our Website: http://prestodoctor.com, Independence, Missouri 64050",(650) 542-0420,team@prestodoctor.com,https://www.instagram.com/prestodoctor_official/,https://weedmaps.com/doctors/prestodoctor-com-100-online-20#details
Missouri,Independence,Good Day Farm - Independence,"16820 E US Highway 24, Independence, Missouri 64056",(816) 272-1661,kandrews@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-independence#details
Missouri,Kansas City,Greenlight Stateline,"13531 Madison Ave, Kansas City, Missouri 64145",(816) 819-5420,sheila@greenlightcorporation.com,https://www.instagram.com/greenlight.kansascity/,https://weedmaps.com/dispensaries/greenlight-stateline#details
Missouri,KCMO,Greenlight - Bannister,"4900 Bannister Rd, KCMO, Missouri 64132",(816) 895-6410,cs.bannister@greenlightdispensary.com,https://www.instagram.com/greenlight.kansascity/,https://weedmaps.com/dispensaries/greenlight-bannister-coming-soon#details
Missouri,Raytown,Choice Med RX Cannabis Clinic,"6632 Raytown Road, Raytown, Missouri 64133",(816) 766-0404,admin@choicemedrx.com,,https://weedmaps.com/doctors/choice-med-rx-cannabis-clinic#details
Missouri,Independence,Greenlight - Independence,"3721-A S Noland Rd, Independence, Missouri 64055",(816) 287-8416,cs.independence@greenlightdispensary.com,https://www.instagram.com/greenlight.kansascity/,https://weedmaps.com/dispensaries/greenlight-independence-south#details
Missouri,Raytown,From The Earth Dispensary Raytown,"9010 E State Rte 350, Raytown, Missouri 64133",(816) 708-1629,social@ftemo.com,https://www.instagram.com/fromtheearthmo,https://weedmaps.com/dispensaries/from-the-earth-raytown#details
Missouri,Independence,Kind Remedy KC,"2400 Rte 291 Unit B, Independence, Missouri 64057",(816) 379-6557,Intake@KindRemedyKC.com,https://www.instagram.com/kindremedykc/,https://weedmaps.com/doctors/kind-remedy-kc-1#details
Missouri,Kansas City,Good Day Farm - Kansas City,"10420 Blueridge Blvd, Kansas City, Missouri 64134",(816) 534-9369,KCblueridge@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-kansas-city#details
Oklahoma,Dewey,Big Buds Dispensary - Dewey,"415 E Don Tyler Ave, Dewey, Oklahoma 74029",9999999999,ilikebigbudstoodewey@gmail.com,https://www.instagram.com/thisisbigbuds/,https://weedmaps.com/dispensaries/big-buds-dispensary-dewey#details
Missouri,Independence,Green Sage Doctors LLC,"4731 South Cochise Drive Suite 110, Independence, Missouri 64055",(816) 820-3004,hello@greensagekc.com,,https://weedmaps.com/doctors/green-sage-doctors-llc-2#details
Oklahoma,Dewey,DnA Cannabis Solutions,"202 N Osage Ave, Dewey, Oklahoma 74029",(918) 440-1155,dnacannabissolutions@gmail.com,,https://weedmaps.com/dispensaries/dna-cannabis-solutions#details
Missouri,Grandview,ReLeaf Resources - Grandview,"13836 South US Highway 71, Grandview, Missouri 64030",(816) 597-4768,bjames@releafmo.com,https://www.instagram.com/releafmo/,https://weedmaps.com/dispensaries/releaf-resources#details
Missouri,Independence,Releaf Clinics- Kansas City,"19201 E Valley View Pkwy Suite C, Independence, Missouri 64055",(816) 323-4888,admin@thereleafclinics.com,,https://weedmaps.com/doctors/releaf-clinics#details
Oklahoma,Okemah,Deep Fork Cannabis,"515 N Woody Guthrie St, Okemah, Oklahoma 74859",(918) 623-0420,dfc.llc@yahoo.com,,https://weedmaps.com/dispensaries/deep-fork-cannabis#details
Oklahoma,Dewey,Humboldt Cannabis - Dewey,"316 S Osage Ave, Dewey, Oklahoma 74029",(918) 534-8027,johntanner81@outlook.com,,https://weedmaps.com/dispensaries/humboldt-cannabis#details
Oklahoma,Bartlesville,Bud Brothers Coughy Shop - Bartlesville,"1000 NE Washington Blvd, Bartlesville, Oklahoma 74006",(918) 876-4522,bvshop@budbrotherscoughyshop.com,,https://weedmaps.com/dispensaries/bud-brother-coughy-shop-bartlesville#details
Oklahoma,Bartlesville,Doc's Craft Cannabis,"128 NE Washington Blvd, Bartlesville, Oklahoma 74006",(918) 876-0398,bvilleoffice@docscc.com,https://www.instagram.com/docscraftcannabis/,https://weedmaps.com/dispensaries/doc-s-craft-cannabis#details
Missouri,INDEPENDENCE,From The Earth Dispensary Independence,"19341 E US HIGHWAY 40, INDEPENDENCE, Missouri 64055",(816) 200-1536,social@ftemo.com,https://www.instagram.com/fromtheearthmo/,https://weedmaps.com/dispensaries/from-the-earth-4#details
Oklahoma,Sand Springs,Harvest Health Dispensary,"1104 W. Wekiwa Rd., Sand Springs, Oklahoma 74063",(918) 246-5236,Lana@Okharvesthealth.com,https://www.instagram.com/harvesthealthdispo/,https://weedmaps.com/dispensaries/harvest-health-dispensary#details
Oklahoma,Bartlesville,Lotus Gold - Bartlesville,"2311 SE Washington Blvd Ste A, Bartlesville, Oklahoma 74006",(918) 948-8824,Info@lotusgold.com,https://www.instagram.com/bvillecbd_lotusgold/,https://weedmaps.com/dispensaries/cbd-plus-usa-bartlesville#details
Oklahoma,Sand Springs,Big Daddy's Gas Company and Drive-Thru,"839 W Wekiwa Rd, Sand Springs, Oklahoma 74063",(918) 902-8917,bigdaddysgasco@gmail.com,www.instagram.com/bigdaddysgascotulsa,https://weedmaps.com/dispensaries/big-daddy-s-gas-company-llc#details
Oklahoma,Sapulpa,The Sacred Herb,"14920 West Route 66, Sapulpa, Oklahoma 74066",(918) 216-1835,thesacredherb66@gmail.com,,https://weedmaps.com/dispensaries/the-sacred-herb#details
Oklahoma,Sand Springs,Cannabis Marketplace,"430 W Wekiwa RD ste H, Sand Springs, Oklahoma 74063",(918) 246-7282,cannabismarketplaceok@gmail.com,,https://weedmaps.com/dispensaries/cannabis-marketplace#details
Oklahoma,Bartlesville,RE-UP Cannabis Dispensary - Bartlesville,"916 S Madison Blvd, Bartlesville, Oklahoma 74006",(918) 876-6217,reupdispensary2@gmail.com,,https://weedmaps.com/dispensaries/re-up-cannabis-dispensary-2-1#details
Missouri,Belton,Bloc Dispensary - Belton,"225 N Cedar St, Belton, Missouri 64012",(816) 708-0664,hello@blocdispensary.com,https://instagram.com/meetusatthebloc,https://weedmaps.com/dispensaries/bloc-dispensary-belton#details
Oklahoma,Sand Springs Ok,Wild Flower Medical Marijuana Dispensary,"1126 E Charles Page Blvd Suite 220, Sand Springs Ok, Oklahoma 74063",(918) 246-7134,jamie@wildflowerdispo.net,www.instagram.com/918wildflower/,https://weedmaps.com/dispensaries/wild-flower-medical-marijuana-dispensary-1#details
Missouri,Blue Springs,Kansas City Cannabis Company - Blue Springs,"1713 NW Burdett Crossing, Blue Springs, Missouri 64015",(866) 522-2662,Info@kccannabis.org,https://www.instagram.com/kansascitycanna/,https://weedmaps.com/dispensaries/kansas-city-cannabis-company#details
Missouri,Raymore,The Source Cannabis - Raymore,"1905 W. Foxwood Drive, Raymore, Missouri 64083",(816) 575-9333,david.lawson@thesource-mj.com,https://www.instagram.com/thesource.raymore/,https://weedmaps.com/dispensaries/the-source-cannabis-raymore#details
Missouri,Kansas City,Green Cross MO,"1204 W US 40 Hwy, Kansas City, Missouri 64015",(816) 424-2420,contact@greencrossmo.com,,https://weedmaps.com/doctors/green-cross-mo#details
Missouri,Belton,Good Day Farm - Belton,"17211 US-71, Belton, Missouri 64012",(816) 892-4458,beltonmo@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-belton#details
Missouri,Blue Springs,Stairway Cannabis,"490 MO-7, Blue Springs, Missouri 64015",(816) 708-4545,stairwaymj@gmail.com,https://www.instagram.com/stairwaycannabis/,https://weedmaps.com/dispensaries/stairway-cannabis#details
Oklahoma,Skiatook,Flathead Med,"112 s a st suite a, Skiatook, Oklahoma 74070",(918) 578-9282,Flatheadmed420@gmail.com,https://www.instagram.com/flatheadmed/,https://weedmaps.com/dispensaries/flathead-med#details
Oklahoma,Sapulpa,Purple Moon Dispensary- Sapulpa (Open Now!),"821 E Dewey Ave, Sapulpa, Oklahoma 74066",(918) 863-4509,Purplemoondispensary@gmail.com,https://www.instagram.com/purplemoonllc_/,https://weedmaps.com/dispensaries/purple-moon-dispensary-sapulpa#details
Oklahoma,Sapulpa,Budspot 66,"1221 new sapulpa road, Sapulpa, Oklahoma 74066",(918) 347-9367,lisa.budspot66@gmail.com,,https://weedmaps.com/dispensaries/budspot-66#details
Missouri,Lee's Summit,Green Releaf Dispensary - Lee's Summit,"201 South Route 291, Lee's Summit, Missouri 64063",(816) 272-5833,info@greenreleaf.co,https://www.instagram.com/greenreleafbrand/,https://weedmaps.com/dispensaries/green-releaf-dispensary-lee-s-summit#details
Oklahoma,Sapulpa,The Baked Bean Craft Cannabis and Coffee,"724 Mission St, Sapulpa, Oklahoma 74066",(918) 347-9187,bakedbeanllc@gmail.com,https://www.instagram.com/thebakedbean21/,https://weedmaps.com/dispensaries/the-baked-bean-craft-cannabis-and-coffee#details
Oklahoma,Tulsa,Okie Wonderland - West Tulsa/Sapulpa,"7919 new Sapulpa road, Tulsa, Oklahoma 74131",(918) 551-7962,OkiesWonderland@gmail.com,https://www.instagram.com/www.Instagram.com/OkiesWonderland/,https://weedmaps.com/dispensaries/okie-wonderland-west-tulsa-sapulpa#details
Missouri,Lee's Summit,Kansas City Cannabis Company - Lotawana,"9324 MO-7 Highway, Lee's Summit, Missouri 64064",(866) 522-2662,Info@kccannabis.org,https://www.instagram.com/kansascitycanna/,https://weedmaps.com/dispensaries/kansas-city-cannabis-company-lotawana#details
Oklahoma,Kiefer,D-Luxe Express Dispensary,"224 W Indiana Ave, Kiefer, Oklahoma 74041",(918) 890-0783,info@d-luxedispensary.com,https://www.instagram.com/d_luxe_dispensary/,https://weedmaps.com/dispensaries/d-luxe-express-dispensary-1#details
Oklahoma,Tulsa,Uptown Wellness,"1215 S Houston Avenue, Tulsa, Oklahoma 74127",(918) 938-4020,420.uptown.wellness@gmail.com,www.instagram.com/918uptown,https://weedmaps.com/dispensaries/uptown-wellness#details
Oklahoma,Tulsa,Vault 66 by Okie Wonderland - Drive Thru!,"2420 Southwest Boulevard, Tulsa, Oklahoma 74107",(918) 551-6713,okievault@gmail.com,https://www.instagram.com/okie_wonderland/,https://weedmaps.com/dispensaries/vault-66-dispensary#details
Oklahoma,Tulsa,Apothecary Farms - Tulsa,"4942 S Union Ave, Tulsa, Oklahoma 74107",(918) 922-7710,tulsa@apothecaryfarms.com,https://www.instagram.com/apothecarytulsa/,https://weedmaps.com/dispensaries/apothecary-farms-tulsa#details
Oklahoma,Tulsa,Union Cannabis,"6130 South Union Avenue, Tulsa, Oklahoma 74132",(918) 271-1443,cannabisunion@yahoo.com,,https://weedmaps.com/dispensaries/union-cannabis#details
Oklahoma,Tulsa,Kind Love - Blue Dome District,"302 South Frankfort Avenue, Tulsa, Oklahoma 74120",(918) 895-5683,travis@kindloveok.com,https://www.instagram.com/kindlove.ok,https://weedmaps.com/dispensaries/kind-love-2#details
Oklahoma,Tulsa,House of Dank - Tulsa East Village,"202 South Lansing Avenue Suite A, Tulsa, Oklahoma 74120",(918) 900-4181,tulsahod@gmail.com,,https://weedmaps.com/dispensaries/the-east-village-dispensary#details
Oklahoma,Tulsa,Tulsa Treehouse - 24/7,"4604 N Lewis Ave, Tulsa, Oklahoma 74130",(918) 576-6781,tulsatreehouse@gmail.com,,https://weedmaps.com/dispensaries/tulsa-treehouse#details
Oklahoma,Tulsa,Cake Cannabis Cherry Street + DRIVE THRU,"1402 S. Peoria Avenue Suite #140, Tulsa, Oklahoma 74120",(918) 551-7023,sales@cake-cannabis.com,https://www.instagram.com/cakecannabis_cherryst/,https://weedmaps.com/dispensaries/cake-cannabis-cherry-street#details
Oklahoma,Broken Arrow,Cowboy Kush Dispensary,"514 N Elm Place, Broken Arrow, Oklahoma 74012",(918) 251-5104,cowboykushdispensary@gmail.com,https://www.instagram.com/thecowboykush/,https://weedmaps.com/dispensaries/cowboy-kush-dispensary-2-1#details
Oklahoma,Glenpool,Lemon Cannabis - Glenpool,"12152 South Waco Avenue, Glenpool, Oklahoma 74033",(918) 209-5395,hello@lemoncannabis.com,https://www.instagram.com/thelemoncannabis/,https://weedmaps.com/dispensaries/lemon-cannabis-1#details
Oklahoma,Tulsa,RE-UP Cannabis Dispensary,"6322 South Peoria Ave, Tulsa, Oklahoma 74136",(918) 340-5929,reupdispensary@gmail.com,instagram.com/reuptulsa,https://weedmaps.com/dispensaries/re-up-cannabis-dispensary-2#details
Oklahoma,Tulsa,Nirvana Cannabis Dispensary - E 11th St,"3206 E 11th Street, Tulsa, Oklahoma 74104",(918) 895-0028,marketing@nirvanacompanies.com,https://www.instagram.com/nirvanadispensaries/,https://weedmaps.com/dispensaries/nirvana-cannabis-dispensary#details
Oklahoma,Glenpool,Dank Banq - Drive Thru,"13813 S Casper St., Glenpool, Oklahoma 74033",(918) 528-5087,dankbankretail@gmail.com,https://www.instagram.com/Dank_banqOG/,https://weedmaps.com/dispensaries/dank-bank-27#details
Oklahoma,Tulsa,The Health Center,"1417 South Harvard Ave, Tulsa, Oklahoma 74112",(918) 984-4420,thctulsa@gmail.com,https://www.instagram.com/thctulsa/,https://weedmaps.com/dispensaries/the-health-center-tulsa#details
Oklahoma,Tulsa,Tulsa House of Fire - 24/7 (Never Closed),"6849 S. Peoria Ave. Ste B, Tulsa, Oklahoma 74136",(539) 867-1584,team@tulsahouseoffire.com,https://www.instagram.com/tulsahouseoffire/?hl=en,https://weedmaps.com/dispensaries/tulsa-house-of-fire#details
Oklahoma,Tulsa,Lucky Seven Dispensary,"4818 E Pine St, Tulsa, Oklahoma 74115",(918) 764-8507,Luckysevendispo@gmail.com,https://www.instagram.com/lucky7dispo/,https://weedmaps.com/dispensaries/lucky-seven-dispensary#details
Oklahoma,Tulsa,Seed Cannabis Company - Riverside,"1430 East 71st Street, Tulsa, Oklahoma 74136",(539) 867-2464,info@seedcannabisco.com,https://www.instagram.com/SeedTulsa/,https://weedmaps.com/dispensaries/seed-cannabis-company-riverside#details
Oklahoma,Collinsville,Master of Buds,"713 W Main st, Collinsville, Oklahoma 74021",(918) 553-1255,masterofbuds420@gmail.com,,https://weedmaps.com/dispensaries/master-of-buds#details
Oklahoma,Tulsa,Capital Dank - Tulsa,"1660 E 71st St, Tulsa, Oklahoma 74136",(918) 777-3000,capitaldankok@outlook.com,,https://weedmaps.com/dispensaries/3birds-cannabis-co#details
Oklahoma,Tulsa,Stats Dispensary,"4210 E. 11th street, Tulsa, Oklahoma 74112",(918) 200-1603,admin@statsdispo.com,https://www.instagram.com/statsdispo/,https://weedmaps.com/dispensaries/magic-leaf#details
Oklahoma,Tulsa,Euphora - Admiral,"4903 E. Admiral Pl., Tulsa, Oklahoma 74115",(539) 525-0159,hello@findeuphora.com,https://www.instagram.com/findeuphora/,https://weedmaps.com/dispensaries/euphora#details
Oklahoma,Tulsa,Medicated Dispensary,"5937 S Lewis Ave, Tulsa, Oklahoma 74105",(918) 619-6652,medicateddispensaryok@gmail.com,https://www.instagram.com/cimarronc.farms/,https://weedmaps.com/dispensaries/medicated-dispensary#details
Oklahoma,Tulsa,PrestoDoctor.com (100% Online),"Please Visit Our Website: http://prestodoctor.com, Tulsa, Oklahoma 74112",(650) 542-0420,team@prestodoctor.com,https://www.instagram.com/prestodoctor_official/,https://weedmaps.com/doctors/prestodoctor-12#details
Oklahoma,Tulsa,Deepwell,"3203 S. Harvard Ave., Tulsa, Oklahoma 74135",(539) 424-5195,d01@deepwellcannabis.com,https://www.instagram.com/deepwell.cannabis/,https://weedmaps.com/dispensaries/deepwell#details
Oklahoma,Owasso,Okie Wonderland - Owasso,"11237 E 114th St N, Owasso, Oklahoma 74055",(918) 553-6156,OkiesWonderland@gmail.com,https://www.instagram.com/okie_wonderland/,https://weedmaps.com/dispensaries/okie-wonderland-vera#details
Oklahoma,Owasso,T-Nugs Dispensary 2,"11230 N Garnett Rd Suite B, Owasso, Oklahoma 74055",(918) 602-5055,tnugswoc2@gmail.com,,https://weedmaps.com/dispensaries/t-nug-s-dispensary-2#details
Oklahoma,Owasso,Dank Factory,"11330 N Garnett RD STE K, Owasso, Oklahoma 74055",(918) 212-4788,john@dankfactoryok.com,https://www.instagram.com/dank_factoryowasso/,https://weedmaps.com/dispensaries/dank-factory#details
Oklahoma,Jenks,Lemon Cannabis - Jenks,"329 S Elm St, Jenks, Oklahoma 74037",(918) 995-2469,hello@lemoncannabis.com,https://www.instagram.com/thelemoncannabis/,https://weedmaps.com/dispensaries/lemon-cannabis-2#details
Oklahoma,Tulsa,Mango Cannabis - Tulsa Harvard Ave (Now Open!),"4021 S Harvard Ave, Tulsa, Oklahoma 74135",(918) 574-2345,info@mangocannabis.com,https://www.instagram.com/mangocannabisco/,https://weedmaps.com/dispensaries/mango-cannabis-tulsa-harvard-ave#details
Oklahoma,Jenks,Main St. Meds - Jenks + Drive Thru,"310 W MAIN ST, Jenks, Oklahoma 74037",(918) 995-7528,mainstreetmeds@gmail.com,https://www.instagram.com/mainstmedsjenks/,https://weedmaps.com/dispensaries/main-street-meds#details
Oklahoma,Tulsa,Canna Land - Tulsa,"1501 S Yale Ave., Tulsa, Oklahoma 74112",(918) 576-6048,cannalandok@gmail.com,https://www.instagram.com/cannaland_ok/,https://weedmaps.com/dispensaries/canna-land-tulsa#details
Oklahoma,Tulsa,Sky Leaf Cannabis Harvard,"5151 South Harvard Ave, Tulsa, Oklahoma 74135",(539) 525-0635,info@skyleafok.com,instagram.com/skyleafcannabis,https://weedmaps.com/dispensaries/sky-leaf#details
Oklahoma,Tulsa,Flavor Chasers Dispensary,"2036 E 81st St, Tulsa, Oklahoma 74137",(918) 209-5078,flavorchasersdispensary@gmail.com,https://www.instagram.com/flavorchasers_tulsa,https://weedmaps.com/dispensaries/flavor-chasers-dispensary#details
Oklahoma,Tulsa,Green Flower Dispensary,"5711 E 11th St, Tulsa, Oklahoma 74112",(918) 856-5336,greenflowerdispensary@gmail.com,https://www.instagram.com/greenflowerdispensary/,https://weedmaps.com/dispensaries/green-flower-dispensary#details
Oklahoma,Owasso,Humboldt Cannabis - Owasso,"422 E 22nd St, Owasso, Oklahoma 74055",(539) 208-5520,johntanner81@outlook.com,,https://weedmaps.com/dispensaries/humboldt-cannabis-1#details
Oklahoma,Owasso,Lokal Source,"11413 E 96th St. N, Owasso, Oklahoma 74055",(918) 401-4768,lokalsourceowasso@gmail.com,https://www.instagram.com/lokalsource/,https://weedmaps.com/dispensaries/lokal-source-3#details
Oklahoma,Jenks,Dutch Dispensary,"704 E. Main Pl., Jenks, Oklahoma 74037",(918) 209-5350,Josh@truesoonerglue.com,https://www.instagram.com/dutch_dispensaryjenks/,https://weedmaps.com/dispensaries/eufloria-13#details
Oklahoma,Owasso,Mari MED,"9200 N. Garnett Rd., Owasso, Oklahoma 74055",(918) 376-6422,marimed420@yahoo.com,https://www.instagram.com/marimed_dispensary/,https://weedmaps.com/dispensaries/mari-med#details
Oklahoma,Tulsa,Okie OG Cannabis,"3416 S Yale AVE, Tulsa, Oklahoma 74135",(918) 932-8179,okieogcannabis@gmail.com,https://www.instagram.com/TheokieOG/,https://weedmaps.com/dispensaries/okie-og-cannabis-1#details
Oklahoma,Tulsa,Elevate Holistics,"Please Visit Our Website: http://www.elevate-holistics.com, Tulsa, Oklahoma 74136",(918) 879-6155,Support@elevate-holistics.com,,https://weedmaps.com/doctors/elevate-holistics#details
Oklahoma,Tulsa,Harvest Health Dispensary - Tulsa,"432 S Sheridan Rd, Tulsa, Oklahoma 74112",(918) 271-5982,Lana@Okharvesthealth.com,https://www.instagram.com/dispensaryharvesthealth/,https://weedmaps.com/dispensaries/harvest-health-dispensary-tulsa#details
Oklahoma,Tulsa,Okie Wonderland on Lewis,"8888 S Lewis Ave, Tulsa, Oklahoma 74137",(918) 209-5090,OkiesWonderland@gmail.com,https://www.instagram.com/www.Instagram.com/OkiesWonderland/,https://weedmaps.com/dispensaries/okie-wonderland-south-tulsa-coming-soon#details
Oklahoma,Tulsa,Stone Age Meds - DRIVE THRU,"6305 E 11th Street Building A, Tulsa, Oklahoma 74112",(918) 350-8444,kathy@stoneagemeds.com,https://www.instagram.com/tulsastoneage/,https://weedmaps.com/dispensaries/stone-age-meds#details
Oklahoma,Owasso,Dank Banq - Owasso 24/7,"8571 N Owasso EXPY Unit A-2, Owasso, Oklahoma 74055-2526",(539) 208-5082,dankbankretail@gmail.com,https://www.instagram.com/DankBankOK/,https://weedmaps.com/dispensaries/dank-banq-owasso#details
Oklahoma,Nowata,Okie Wonderland - Nowata Bartlesville,"418 E Cherokee Ave, Nowata, Oklahoma 74048",(918) 615-2464,okieswonderland@gmail.com,https://www.instagram.com/okie_wonderland/,https://weedmaps.com/dispensaries/okie-wonderland-nowata-bartlesville#details
Oklahoma,Tulsa,Bloomers Dispensary and Sundries - Drive Thru!,"6733 E. 11st ST., Tulsa, Oklahoma 74112",(539) 867-2082,bloomersdispensary@gmail.com,https://www.instagram.com/bloomersdispensary/,https://weedmaps.com/dispensaries/bloomers-dispensary-and-sundries#details
Oklahoma,Owasso,Big Buds Natural Releaf,"11505 E. 83rd St North, Owasso, Oklahoma 74055",(918) 445-2600,ilikebigbudstoo@gmail.com,https://www.instagram.com/thisisbigbuds/,https://weedmaps.com/dispensaries/big-buds-natural-releaf#details
Oklahoma,OWASSO,Evermore Exotics,"7800 N OWASSO EXPRESSWAY, OWASSO, Oklahoma 74055",(539) 208-5222,EVERMOREEXOTICS@GMAIL.COM,,https://weedmaps.com/dispensaries/evermore-1#details
Oklahoma,Tulsa,RiseUpMD.com - Tulsa (100% Online),"Visit our Website: www.riseupmd.com, Tulsa, Oklahoma 74129",(405) 322-5888,hello@riseupmd.com,,https://weedmaps.com/doctors/riseupmd-com-10#details
Oklahoma,Tulsa,RedEye 420,"1525 South Sheridan Road, Tulsa, Oklahoma 74112",(918) 934-5309,info@redeye420.com,https://www.instagram.com/redeye420_tulsa_/,https://weedmaps.com/dispensaries/redeye-420#details
Oklahoma,Tulsa,DANK CANNABIS DISPENSARY - E. 21st,"6540 E. 21st Ste. D, Tulsa, Oklahoma 74129",(918) 551-7978,dankcannabisok@gmail.com,,https://weedmaps.com/dispensaries/dank-of-oklahoma-cannabis-dispensary#details
Oklahoma,Tulsa,Kind Love - Admiral,"7498 E Admiral Pl, Tulsa, Oklahoma 74115",(918) 938-5683,meshauna@kindloveok.com,https://www.instagram.com/kindlove.ok,https://weedmaps.com/dispensaries/kind-love-admiral#details
Oklahoma,Tulsa,APCO Med - Tulsa,"2606 S. Sheridan road Suite A, Tulsa, Oklahoma 74129",(539) 867-3875,galvede@gmail.com,instagram.com/apcomedtulsa ,https://weedmaps.com/dispensaries/apco-med-tulsa-1#details
Oklahoma,Tulsa,T-Town Medical Marijuana Dispensary,"3524 S SHERIDAN RD, Tulsa, Oklahoma 74145",(918) 600-4723,TTownMedicalRX@Gmail.com,https://www.instagram.com/ttownmrx,https://weedmaps.com/dispensaries/t-town-medical-marijuana-dispensary#details
Oklahoma,Tulsa,The Divine Collection,"3920 S Sheridan Rd, Tulsa, Oklahoma 74145",(918) 805-0880,tdcdispo@gmail.com,https://www.instagram.com/the_divinedispo,https://weedmaps.com/dispensaries/push-cannabis-co#details
Oklahoma,Tulsa,Seed Cannabis Company - Sheridan,"4209 S Sheridan, Tulsa, Oklahoma 74145",(539) 867-4645,info@seedcannabisco.com,https://www.instagram.com/SeedTulsa/,https://weedmaps.com/dispensaries/seed-cannabis-company-sheridan#details
Oklahoma,Tulsa,Gold Standard Cannabis Collective,"1615 South Memorial Dr, Tulsa, Oklahoma 74112",(539) 867-1725,bradley.anderson9@icloud.com,https://www.instagram.com/gsc_collective/,https://weedmaps.com/dispensaries/happy-dispensaries#details
Oklahoma,Tulsa,Erba Meds,"6517 E 46th St, Tulsa, Oklahoma 74145",(539) 867-3909,erbameds@gmail.com,https://www.instagram.com/erbamedstulsa/,https://weedmaps.com/dispensaries/erba-meds#details
Oklahoma,Tulsa,Inhal - Drive Thru Open Now!,"5048 S Sheridan Rd, Tulsa, Oklahoma 74145",(918) 550-1867,TulsaGreenTherapy@gmail.com,https://www.instagram.com/inhaltulsa,https://weedmaps.com/dispensaries/inhal#details
Oklahoma,Tulsa,Rosebuds Cannabis Co,"4111 S. 70th E. Ave., Tulsa, Oklahoma 74145",(918) 289-0229,Rosemaryfarmsllc@gmail.com,,https://weedmaps.com/dispensaries/rosebuds#details
Oklahoma,Tulsa,Dragon Lily Dispensary,"8054 S Yale Ave, Tulsa, Oklahoma 74136",(918) 932-8080,robb@dragonlily.biz,https://www.instagram.com/dragonlilydispensary/,https://weedmaps.com/dispensaries/dragon-lily-dispensary#details
Oklahoma,Tulsa,Whole Leaf,"4785 East 91st Street Suite A, Tulsa, Oklahoma 74137",(918) 442-1515,info@wholeleaf.net,,https://weedmaps.com/dispensaries/whole-leaf#details
Oklahoma,Tulsa,Private Stash,"6059 S Sheridan Rd, Tulsa, Oklahoma 74135",(918) 340-5114,GCDISPENSARY@GMAIL.COM,,https://weedmaps.com/dispensaries/private-stash#details
Oklahoma,Tulsa,Green Country Bud - 91st & Yale Ave,"8903 S Yale Ave, Tulsa, Oklahoma 74137",(888) 860-0082,Orders@greencountrybud.com,https://www.instagram.com/greencountrybudyale,https://weedmaps.com/dispensaries/green-country-bud-inc-tulsa-s-yale-ave#details
Oklahoma,Tulsa,One Love Wellness,"7709 E 42nd Place #103, Tulsa, Oklahoma 74145",(539) 777-6068,onelovewellnessllc@gmail.com,https://www.instagram.com/onelovewellness.dispo2.0/,https://weedmaps.com/dispensaries/one-love-wellness#details
Oklahoma,Tulsa,CheapMedCards,"7122 S Sheridan Road Suite 2- 1111, Tulsa, Oklahoma 74133",(800) 919-6583,Info@cheapmedcards.com,,https://weedmaps.com/doctors/cheapmedcards#details
Oklahoma,TULSA,DANK Cannabis Dispensary - S. Mingo,"1060 S MINGO RD SUITE#O, TULSA, Oklahoma 74129",(918) 779-7354,dankofoklahomadispensary@gmail.com,https://www.instagram.com/dankcannabisdispensary/,https://weedmaps.com/dispensaries/dank-cannabis-dispensary#details
