Company Name,Phone No 1,Phone No 2,Phone No 3,Phone No 4,Phone No 5,Address,City,State,Postal Code,URL
Valley Pro Home Services,(604) 377-4802,(604) 369-4457,,,,11887 Burnett St ,Maple Ridge,BC,V2X 6P6,https://www.bbb.org/ca/bc/maple-ridge/profile/carpet-and-rug-cleaners/valley-pro-home-services-0037-1230779
Take Away the Pressure,(604) 946-9395,,,,,5225 Maple Cres ,Delta,BC,V4K 1G1,https://www.bbb.org/ca/bc/delta/profile/pressure-washing/take-away-the-pressure-0037-1231301
Premier Roof Solutions Inc.,(403) 910-9400,,,,,200 4170 Still Creek Dr ,Burnaby,BC,V5C 6C6,https://www.bbb.org/ca/ab/calgary/profile/roofing-contractors/premier-exterior-solutions-inc-0017-107070
Gutter Doctor,(604) 851-2912,,,,,160 2639 Viking Way ,Richmond,BC,V6V 3B7,https://www.bbb.org/ca/bc/abbotsford/profile/gutters/gutter-doctor-0037-1227406
Blue Sky Window & Gutter Cleaning Ltd.,(604) 736-1979,,,,,103 1990 E Kent Ave ,Vancouver,BC,V5P 4X5,https://www.bbb.org/ca/bc/vancouver/profile/window-cleaning/blue-sky-window-gutter-cleaning-ltd-0037-1258796
Collingwood Construction Ltd.,(604) 779-5014,,,,,,Vancouver,BC,V5R 2J8,https://www.bbb.org/ca/bc/vancouver/profile/flat-roofing-contractors/collingwood-construction-ltd-0037-2407778
Men In Kilts - Vancouver Franchise,(877) 777-5458,,,,,136 12100 Riverside Way ,Richmond,BC,V6W 1K5,https://www.bbb.org/ca/bc/vancouver/profile/window-cleaning/men-in-kilts-vancouver-franchise-0037-1145520
Umbrella Property Services,(888) 255-4666,,,,,2784 Kingsway ,Vancouver,BC,V5R 5H6,https://www.bbb.org/ca/bc/vancouver/profile/property-maintenance/umbrella-property-services-0037-1286268
Starlight Home Services,(778) 980-8885,,,,,2548 41st Ave E ,Vancouver,BC,V5R 2W7,https://www.bbb.org/ca/bc/vancouver/profile/exterior-building-cleaning/starlight-home-services-0037-1286256
Cleantech Service Group Limited,(604) 244-1660,,,,,105 12371 Horseshoe Way ,Richmond,BC,V7A 4X6,https://www.bbb.org/ca/bc/richmond/profile/commercial-cleaning-services/cleantech-service-group-limited-0037-170756
Chisholm Roofing Ltd.,(604) 325-8099,,,,,115 1083 E Kent Ave N ,Vancouver,BC,V5X 4V9,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/chisholm-roofing-ltd-0037-115703
Abney Roofing Ltd.,(604) 534-5715,,,,,24943 58 Ave ,Aldergrove,BC,V4W 1T5,https://www.bbb.org/ca/bc/aldergrove/profile/roofing-contractors/abney-roofing-ltd-0037-106548
Villa Roofing & Sheet Metal Ltd,(604) 261-2441,,,,,103-8380 St. George Street ,Vancouver,BC,V5X 3S7,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/villa-roofing-sheet-metal-ltd-0037-1188855
Wolf & Wolf Roof Services,(604) 343-3747,,,,,,Belcarra,BC,V3H 4R8,https://www.bbb.org/ca/bc/belcarra/profile/commercial-roofing/wolf-wolf-roof-services-0037-124882
Fraserview Roofing and Renovations,(604) 897-3614,,,,,5907 Culloden St ,Vancouver,BC,V5W 3S3,https://www.bbb.org/ca/bc/vancouver/profile/home-improvement/fraserview-roofing-and-renovations-0037-1270082
R.A. Smith Roofing,(604) 230-8883,,,,,3020 Roslyn Blvd ,North Vancouver,BC,V7G 1P3,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/ra-smith-roofing-0037-1252812
iHome100 Roofing & Renovation Inc.,(800) 380-9641,(604) 330-6833,(800) 680-8827,(647) 339-1987,,9491 Finn Road ,Richmond,BC,V7A 2L3,https://www.bbb.org/ca/bc/richmond/profile/roofing-contractors/ihome100-roofing-renovation-inc-0037-1364653
New Horizons Roofing Ltd.,(604) 396-7751,,,,,23788 130 Ave ,Maple Ridge,BC,V4R 2S4,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/new-horizons-roofing-ltd-0037-1382551
GRC Columbia Roofing Inc,(604) 856-5112,(604) 856-5115,(604) 830-4168,,,PO Box 10078 3600 248 St ,Aldergrove,BC,V4W 3Z5,https://www.bbb.org/ca/bc/aldergrove/profile/roofing-contractors/grc-columbia-roofing-inc-0037-1199685
Laurentian Roofing Inc.,(604) 345-7663,,,,,PO Box 75015 8165 Main St ,Vancouver,BC,V5X 3L2,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/laurentian-roofing-inc-0037-1243858
3 King's Roofing and Renovations Inc.,(778) 683-1994,,,,,4323 Inverness St ,Vancouver,BC,V5V 4X1,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/3-kings-roofing-and-renovations-inc-0037-1385264
Williams Roofing & Drainage Ltd.,(604) 580-2444,(604) 852-3358,,,,,Langley,BC,V4W 2R2,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/williams-roofing-drainage-ltd-0037-108644
Landmark Roofing Ltd.,(778) 668-9451,(604) 371-4500,(604) 888-9451,,,7676 229 St ,Langley,BC,V1M 2J5,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/landmark-roofing-ltd-0037-1275568
Chrome Roofing & Siding,(778) 889-9830,,,,,84053 2844 Bainbridge Ave ,Burnaby,BC,V5A 4T9,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/chrome-roofing-siding-0037-1263267
Perm Roof 1 Ltd.,(604) 946-8112,(604) 946-8115,(778) 863-8112,(778) 863-8114,(604) 817-0511,5137 64 St ,Delta,BC,V4K 3M5,https://www.bbb.org/ca/bc/delta/profile/roofing-contractors/perm-roof-1-ltd-0037-1188073
Mr Max Roofing Ltd.,(604) 379-1751,(604) 456-0300,(604) 379-1742,,,15 2922 E Kent Ave S ,Vancouver,BC,V5S 0G6,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/mr-max-roofing-ltd-0037-1278616
Yang Guang Enterprise Ltd,(604) 725-2568,,,,,108-2931 Viking Way ,Richmond,BC,V6V 1Y1,https://www.bbb.org/ca/bc/richmond/profile/metal-roofing-contractors/yang-guang-enterprise-ltd-0037-1297586
SCL Contracting,(604) 329-3011,,,,,,Maple Ridge,BC,V2X 2K6,https://www.bbb.org/ca/bc/maple-ridge/profile/home-renovation/scl-contracting-0037-1285381
Futat Roofing,(778) 882-6618,,,,,5410 Frances St ,Burnaby,BC,V5B 4Z4,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/futat-roofing-0037-1271593
Roy Dennis Roofing (2005) Ltd.,(604) 278-0442,(604) 278-8214,(604) 273-4252,,,2420 Viscount Way ,Richmond,BC,V6V 1N1,https://www.bbb.org/ca/bc/richmond/profile/roofing-contractors/roy-dennis-roofing-2005-ltd-0037-108162
Cambie Roofing Contractors Ltd,(604) 261-1111,(604) 325-5580,(604) 874-4444,(604) 345-2065,,1367 E Kent Ave N ,Vancouver,BC,V5X 4T6,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/cambie-roofing-contractors-ltd-0037-107383
Nu-Tech Roofing & Waterproofing,(604) 473-9587,,,,,3196 Norland Ave ,Burnaby,BC,V5B 3A6,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/nu-tech-roofing-waterproofing-0037-207685
Ray Browne Roofing Ltd.,(604) 941-6120,,,,,5230 Doninion St. ,Burnaby,BC,V5G 1E2,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/ray-browne-roofing-ltd-0037-1250333
On Point Contracting,(604) 816-4086,,,,,4490 232 St ,Langley,BC,V2Z 2S2,https://www.bbb.org/ca/bc/langley/profile/home-improvement/on-point-contracting-0037-1372225
Highland Roofing Ltd.,(778) 908-8091,,,,,24467 50th Ave ,Langley,BC,V2Z 1E3,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/highland-roofing-ltd-0037-1252330
Rick Page Roofing,,,,,,,Delta,BC,V4L 1N6,https://www.bbb.org/ca/bc/delta/profile/roofing-consultants/rick-page-roofing-0037-208898
Phoenix Roof Consultants Ltd.,(604) 317-3786,,,,,4611 Kelly Pl ,Delta,BC,V4K 1G8,https://www.bbb.org/ca/bc/delta/profile/roofing-consultants/phoenix-roof-consultants-ltd-0037-2403210
Brian's Roofing & Contracting,(604) 719-5993,,,,,2095 E 30 Ave ,Vancouver,BC,V5N 3A4,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/brians-roofing-contracting-0037-1257548
MacDonald Roofing,(604) 220-0378,(604) 321-6545,(604) 686-9464,(604) 321-6515,,478 E 60 Ave ,Vancouver,BC,V5X 1Z9,https://www.bbb.org/ca/bc/vancouver/profile/roofing-consultants/macdonald-roofing-0037-211621
Burrard Roofing & Drainage,(604) 986-1812,,,,,B 135 Riverside Dr ,North Vancouver,BC,V7H 1T6,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/burrard-roofing-drainage-0037-115456
Aldergrove Roofing,(778) 389-5564,,,,,1121 248 St. ,Aldergrove,BC,V4W 2B8,https://www.bbb.org/ca/bc/aldergrove/profile/roofing-contractors/aldergrove-roofing-0037-1374130
All Season Home Maintenance,(778) 885-5645,,,,,PO Box 86344 ,North Vancouver,BC,V7L 4K6,https://www.bbb.org/ca/bc/north-vancouver/profile/landscape-contractors/all-season-home-maintenance-0037-1209691
Schwab Roofing,(604) 728-3699,,,,,3340 272nd St ,Aldergrove,BC,V4W 3X2,https://www.bbb.org/ca/bc/aldergrove/profile/roofing-contractors/schwab-roofing-0037-1368355
M.D. Roofing Ltd.,(778) 882-0183,(604) 725-1315,,,,1708 William Ave ,North Vancouver,BC,V7L 4G7,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/md-roofing-ltd-0037-222097
Cooper Roofing,(604) 674-0319,,,,,600 1285 W Broadway ,Vancouver,BC,V6H 3X8,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/cooper-roofing-0037-1291775
Valley Metal Roofing,(604) 670-8484,,,,,600 1285 West Broadway ,Vancouver,BC,V6H 3X8,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/valley-metal-roofing-0037-2418879
Eco Exteriors Roofing Gutters and Solar Ltd.,(604) 985-4326,(778) 839-5899,,,,208 144 E 19 St ,North Vancouver,BC,V7L 2Y8,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/eco-exteriors-roofing-gutters-and-solar-ltd-0037-1253654
Town And Country Roofing Ltd.,(604) 462-1552,,,,,11020 288 St ,Maple Ridge,BC,V2W 1L7,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/town-and-country-roofing-ltd-0037-111226
SB Roofing Ltd.,(778) 241-5285,,,,,30524 Robin Dr ,Abbotsford,BC,V2T 5S1,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/sb-roofing-ltd-0037-1365004
Best Look Roofing Ltd.,(778) 908-8141,,,,,2622 Springhill St ,Abbotsford,BC,V2T 3V7,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/best-look-roofing-ltd-0037-2396588
Valley Top Roofing Ltd.,(604) 626-8602,,,,,,Abbotsford,BC,V2T 5A4,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/valley-top-roofing-ltd-0037-1289260
Action Roofing Ltd.,(604) 826-3294,(604) 826-0073,(604) 854-0811,,,,Mission,BC,V2V 4P4,https://www.bbb.org/ca/bc/mission/profile/roofing-contractors/action-roofing-ltd-0037-140184
Glacier Valley Roofing Inc.,(604) 551-8742,,,,,,Mission,BC,V2V 7B4,https://www.bbb.org/ca/bc/mission/profile/roofing-contractors/glacier-valley-roofing-inc-0037-2405673
Clearbrook Roofing Ltd.,(604) 854-1012,(604) 854-5742,,,,34313 Farmer Rd ,Abbotsford,BC,V2S 7M4,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/clearbrook-roofing-ltd-0037-114809
Anyday Roofing,(604) 740-7449,,,,,252 Ryan Dr ,Gibsons,BC,V0N 1V4,https://www.bbb.org/ca/bc/gibsons/profile/roofing-contractors/anyday-roofing-0037-1345725
Canwest Roofing,,,,,,,Gibsons,BC,V0N 1V8,https://www.bbb.org/ca/bc/gibsons/profile/roofing-contractors/canwest-roofing-0037-1255655
Endurance Roofing,(604) 758-2048,(604) 615-0075,,,,8621 Chilliwack Mountain Rd ,Chilliwack,BC,V2R 3W8,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/endurance-roofing-0037-1378737
Leadworth Roofing and Renovations,(604) 798-1712,,,,,12 8465 Harvard Pl ,Chilliwack,BC,V2P 7Z5,https://www.bbb.org/ca/bc/chilliwack/profile/general-contractor/leadworth-roofing-and-renovations-0037-1377521
The Roof Medics,(778) 297-4090,(604) 391-1114,,,,46038 Larter Avenue ,Chilliwack,BC,V2P 6M6,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/the-roof-medics-0037-1249460
Undercover Roofing,(604) 741-5679,,,,,,Roberts Creek,BC,V0N 2W5,https://www.bbb.org/ca/bc/roberts-creek/profile/roofing-contractors/undercover-roofing-0037-1291657
Can-Tech Roofing Ltd.,(604) 824-0095,(604) 858-3645,,,,46794 Sylvan Dr ,Chilliwack,BC,V2R 4E9,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/can-tech-roofing-ltd-0037-149663
Chief Roofing,(604) 815-3416,,,,,PO Box 3276 ,Garibaldi Highlands,BC,V0N 1T0,https://www.bbb.org/ca/bc/garibaldi-highlands/profile/roofing-contractors/chief-roofing-0037-1298086
Peninsula Flat Roofing,(250) 208-1932,,,,,1530 McTavish Rd ,North Saanich,BC,V8L 5T3,https://www.bbb.org/ca/bc/north-saanich/profile/roofing-contractors/peninsula-flat-roofing-0047-235959967
Cypress Roofing Ltd.,(604) 929-3837,(604) 929-3837,,,,1695 Emerson Ct ,North Vancouver,BC,V7H 2Y6,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/cypress-roofing-ltd-0037-109784
Holland Roofing Services,(604) 685-8688,,,,,255 2416 Main St ,Vancouver,BC,V5T 3E2,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/holland-roofing-services-0037-1233770
GVRD Roofing Inc.,(604) 445-4873,,,,,202 141 W 7 Ave ,Vancouver,BC,V5Y 1L8,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/gvrd-roofing-inc-0037-1275929
Spratt Emanuel Engineering Ltd.,(604) 872-1211,(604) 872-1274,,,,2348 Yukon St ,Vancouver,BC,V5Y 3T6,https://www.bbb.org/ca/bc/vancouver/profile/professional-engineer/spratt-emanuel-engineering-ltd-0037-125249
Addmore Quality Systems,(604) 462-0817,(604) 466-1473,(604) 466-1479,,,12218 264 St ,Maple Ridge,BC,V2W 1P1,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/addmore-quality-systems-0037-140356
Red Fox Roofing,(778) 888-5073,,,,,633 East 4th St ,North Vancouver,BC,V7L 1J9,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/red-fox-roofing-0037-1258335
William Thomas Roofing,(604) 261-2015,,,,,6650 Balsam St ,Vancouver,BC,V6B 5W7,https://www.bbb.org/ca/bc/vancouver/profile/roofing-consultants/william-thomas-roofing-0037-212334
Roof Revolution Ltd,(604) 637-6644,,,,,600 1285 W Broadway ,Vancouver,BC,V6H 3X8,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/roof-revolution-ltd-0037-1255673
Green Roofing & Exteriors Ltd.,(778) 889-5019,,,,,Private Address ,Vancouver,BC,V6B 0M9,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/green-roofing-exteriors-ltd-0037-1384905
Power Sense Home Improvements,,,,,,200 100 Royal Park S Ave ,West Vancouver,BC,V7T 1A2,https://www.bbb.org/ca/bc/west-vancouver/profile/home-additions/power-sense-home-improvements-0037-1287453
The Roofing Doctor,(604) 506-5077,,,,,30690 Keystone Ave ,Mission,BC,V4S 1G5,https://www.bbb.org/ca/bc/mission/profile/roofing-contractors/the-roofing-doctor-0037-1225825
Calysta Consulting,(604) 854-8222,(604) 854-8111,(604) 541-1331,(778) 242-8220,(604) 541-6136,702 -30711 Simpson Rd ,Abbotsford,BC,V2T 6Y7,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-consultants/calysta-consulting-0037-119180
Apex Building Sciences Inc.,(604) 575-8220,,,,,301D 30721 Simpson Rd ,Abbotsford,BC,V2T 6C7,https://www.bbb.org/ca/bc/abbotsford/profile/engineering-consultant/apex-building-sciences-inc-0037-1249689
Valleyview Roofing and Cleaning Solutions,(604) 644-7220,,,,,3537 Summit Drive ,Abbotsford,BC,V2T 6S4,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/valleyview-roofing-and-cleaning-solutions-0037-1383680
Super Star Roofing Ltd,(604) 866-1212,,,,,PO Box 2593 ,Abbotsford,BC,V2T 6R3,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/super-star-roofing-ltd-0037-1246190
Sky View Roofing Ltd,(604) 317-4729,,,,,32428 Grebe Cr ,Mission,BC,V2V 5C4,https://www.bbb.org/ca/bc/mission/profile/roofing-contractors/sky-view-roofing-ltd-0037-1162888
IG Roofing Ltd.,(778) 241-5237,,,,,3353 Nakusp Dr ,Abbotsford,BC,V2T 5C9,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-contractors/ig-roofing-ltd-0037-1368948
First Class Roofing Ltd,(604) 807-4119,,,,,33106 Huntingdon Rd ,Abbotsford,BC,V2S 7Z3,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-consultants/first-class-roofing-ltd-0037-162043
Platinum Cedar Sales Ltd.,(604) 615-2534,(604) 756-0825,,,,PO Box 8000-482 ,Abbotsford,BC,V2S 6H1,https://www.bbb.org/ca/bc/abbotsford/profile/roofing-equipment/platinum-cedar-sales-ltd-0037-1284100
Alliance Truss Ltd.,(604) 574-3525,,,,,890 Riverside Rd ,Abbotsford,BC,V2S 7P6,https://www.bbb.org/ca/bc/abbotsford/profile/trusses/alliance-truss-ltd-0037-1286530
Westcoast Roofing Systems Ltd.,(604) 926-7325,,,,,435 E 15 St ,North Vancouver,BC,V7L 2R9,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/westcoast-roofing-systems-ltd-0037-116045
Sunset Roofing Ltd.,(604) 313-5185,,,,,,Vancouver,BC,V6B 3M1,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/sunset-roofing-ltd-0037-1372781
Norton Roofing Systems Ltd.,(604) 281-4759,,,,,1500 701 W Georgia St ,Vancouver,BC,V7Y 1C6,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/norton-roofing-systems-ltd-0037-1279486
Dial-A-Roof LTD,(604) 618-7255,,,,,C 1241 E27 St ,North Vancouver,BC,V7J 1S4,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/dial-a-roof-ltd-0037-1286557
Lonsdale Roofing,(604) 722-1105,,,,,401 201 W 1 ,North Vancouver,BC,V7M 1B3,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-consultants/lonsdale-roofing-0037-1145112
NorthVan Roofing,(604) 900-1902,,,,,252 2nd St W ,North Vancouver,BC,V7M 1C8,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/northvan-roofing-0037-1280392
MPG Roofing Ltd.,(604) 250-4019,,,,,200 1892 W Broadway Ave ,Vancouver,BC,V6J 1Y9,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/mpg-roofing-ltd-0037-1179795
Trimstyle Consulting Inc.,(604) 909-7777,,,,,200 1892 W Broadway ,Vancouver,BC,V5Y 1H4,https://www.bbb.org/ca/bc/vancouver/profile/roofing-consultants/trimstyle-consulting-inc-0037-1245753
Coastal Alpine Roofing & Drainage,(604) 773-5697,,,,,PO Box 38664 MPO ,North Vancouver,BC,V7M 3N1,https://www.bbb.org/ca/bc/north-vancouver/profile/drainage-contractors/coastal-alpine-roofing-drainage-0037-1195186
Westcoast Wood Distribution Ltd,(604) 803-3881,,,,,8514 Mclean St ,Mission,BC,V4S 1H3,https://www.bbb.org/ca/bc/mission/profile/siding-contractors/westcoast-wood-distribution-ltd-0037-1285741
High Definition Roofing Ltd.,(250) 208-8866,(250) 732-1366,,,,162 Second St ,Duncan,BC,V9L 1R4,https://www.bbb.org/ca/bc/duncan/profile/roofing-contractors/high-definition-roofing-ltd-0047-2519529
Parker Johnston Industries Ltd.,(250) 382-9181,,,,,6791 Oldfield Rd ,Saanichton,BC,V8M 2A2,https://www.bbb.org/ca/bc/saanichton/profile/roofing-contractors/parker-johnston-industries-ltd-0047-795
Top Notch Roofing Inc.,(604) 745-1099,,,,,10335 Wildrose Dr ,Rosedale,BC,V0X 1X1,https://www.bbb.org/ca/bc/rosedale/profile/roofing-contractors/top-notch-roofing-inc-0037-1203321
Custom Roofing Inc.,(250) 882-8357,,,,,6428 Anndon Pl ,Victoria,BC,V8Z 5R8,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/custom-roofing-inc-0047-204745522
Alpha Roofing & Cladding Inc.,(250) 544-0169,,,,,2 - 6654 Butler Cres ,Saanichton,BC,V8M 2G8,https://www.bbb.org/ca/bc/saanichton/profile/roofing-contractors/alpha-roofing-cladding-inc-0047-1074287
Central Isle Roofing Services,(250) 954-7133,,,,,V9X1B7 ,Nanaimo,BC,V9X 1B7,https://www.bbb.org/ca/bc/nanaimo/profile/roofing-contractors/central-isle-roofing-services-0047-235958823
M&M Roofing,(250) 686-6169,,,,,4524 Vantreight Drive ,Victoria,BC,V8N 3W7,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/mm-roofing-0047-1915642
Vickers Contracting Inc.,(604) 997-1292,(778) 878-6448,,,,6 45762 Safflower Cres ,Chilliwack,BC,V2R 0S4,https://www.bbb.org/ca/bc/chilliwack/profile/building-contractors/vickers-contracting-inc-0037-2401661
Ken Poskitt Roofing,(250) 360-0078,,,,,601-7835 East Saanich Rd ,Saanichton,BC,V8M 2B4,https://www.bbb.org/ca/bc/saanichton/profile/roofing-contractors/ken-poskitt-roofing-0047-17264
P.W. McCallum Roofing Ltd.,(250) 884-0305,,,,,#11 - 850 Shawnigan-Mill Bay Rd ,Mill Bay,BC,V0R 2P2,https://www.bbb.org/ca/bc/mill-bay/profile/roofing-contractors/pw-mccallum-roofing-ltd-0047-184019236
Diamond Tip Roofing,(604) 966-4810,(778) 770-0158,,,,P.O. Box 3725 ,Garibaldi Highlands,BC,V0N 1T0,https://www.bbb.org/ca/bc/garibaldi-highlands/profile/roofing-contractors/diamond-tip-roofing-0037-1299697
Garibaldi Roofing Co. Ltd.,(604) 898-2285,,,,,PO Box 2874 ,Garibaldi Highlands,BC,V0N 1T0,https://www.bbb.org/ca/bc/garibaldi-highlands/profile/roofing-contractors/garibaldi-roofing-co-ltd-0037-1255670
Island Wide Roofing,(250) 709-7967,(250) 710-5781,(250) 749-3113,,,43 Powell St ,Duncan,BC,V9L 2V8,https://www.bbb.org/ca/bc/duncan/profile/roofing-contractors/island-wide-roofing-0047-220716734
Scotts Roofing & Exteriors Ltd.,(778) 539-6801,,,,,45244 Stevenson Rd ,Chilliwack,BC,V2R 1L9,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/scotts-roofing-exteriors-ltd-0037-2399477
BCR Roof Contracting Ltd.,(604) 906-0266,,,,,2372 38064 Cleveland Ave ,Squamish,BC,V8B 0A1,https://www.bbb.org/ca/bc/squamish/profile/roofing-contractors/bcr-roof-contracting-ltd-0037-1384192
Surface Exteriors,(604) 938-3538,,,,,312- 1201 Commercial Way ,Squamish,BC,V8B 0V1,https://www.bbb.org/ca/bc/squamish/profile/building-envelope-restoration/surface-exteriors-0037-1372079
Millwall Roofing,(604) 763-1930,,,,,,North Vancouver,BC,V7L 1G1,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/millwall-roofing-0037-1253188
Smart Roofer,(778) 855-1066,,,,,NO Cetrain ,Richmond,BC,V7C 5M8,https://www.bbb.org/ca/bc/richmond/profile/commercial-roofing/smart-roofer-0037-1285356
Park View Homes Ltd.,(604) 825-2000,,,,,,Aldergrove,BC,V4W 2T9,https://www.bbb.org/ca/bc/aldergrove/profile/home-builders/park-view-homes-ltd-0037-1376022
Gelinas Roofing Ltd.,(604) 720-5054,,,,,25663 112 Ave ,Maple Ridge,BC,V2W 1H1,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/gelinas-roofing-ltd-0037-1247020
Delta Sierra Construction,(604) 215-3335,,,,,1916 Triumph St ,Vancouver,BC,V5L 1K5,https://www.bbb.org/ca/bc/vancouver/profile/construction/delta-sierra-construction-0037-1285865
Accurate Roofing Ltd.,(604) 250-3939,,,,,312 2818 Main St ,Vancouver,BC,V5T 0C1,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/accurate-roofing-ltd-0037-1137389
Excel Roofing,(604) 351-7994,,,,,607 12835 Lilley Dr ,Maple Ridge,BC,V2W 0G1,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/excel-roofing-0037-2401588
Amex Roofing and Drainage Ltd.,(604) 985-1859,,,,,323 Lynn Ave ,North Vancouver,BC,V7J 2C4,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/amex-roofing-and-drainage-ltd-0037-1285607
Professional Home Builders Ltd.,(604) 600-7270,,,,,2408 McKessock Ave ,Richmond,BC,V6X 2N9,https://www.bbb.org/ca/bc/richmond/profile/home-builders/professional-home-builders-ltd-0037-1374435
Wescan Construction,(604) 644-2384,,,,,451 E 60 Avenue ,Vancouver,BC,V5X 2A1,https://www.bbb.org/ca/bc/vancouver/profile/general-contractor/wescan-construction-0037-1366562
Shawn's Roofing Services Ltd.,(604) 526-2441,,,,,-- ,Richmond,BC,V7A 1M6,https://www.bbb.org/ca/bc/richmond/profile/roofing-contractors/shawns-roofing-services-ltd-0037-1375978
Dignity Roofing & Exteriors Corp.,(604) 330-9903,,,,,,Richmond,BC,V6Y 0A8,https://www.bbb.org/ca/bc/richmond/profile/roofing-contractors/dignity-roofing-exteriors-corp-0037-2414652
Serpentine Cedar Roofing Ltd.,(604) 467-1804,,,,,8910 256 St ,Langley,BC,V1M 3N7,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/serpentine-cedar-roofing-ltd-0037-1231869
Atlas-Apex,(604) 273-0845,,,,,9211 River Dr ,Richmond,BC,V6X 1Z1,https://www.bbb.org/ca/bc/richmond/profile/roofing-contractors/atlas-apex-0037-1292394
Aujla Construction& Renovation,(604) 220-1119,,,,,P.O. Box# 81214 ,Burnaby,BC,V5H 4K2,https://www.bbb.org/ca/bc/burnaby/profile/commercial-roofing/aujla-construction-renovation-0037-1281984
Commercial Drive Contracting Ltd,(604) 836-3985,,,,,-- ,Burnaby,BC,V5C 3C9,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/commercial-drive-contracting-ltd-0037-2401639
Magnum Roofing Ltd.,(604) 720-3432,,,,,4414 William St ,Burnaby,BC,V5C 3K1,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/magnum-roofing-ltd-0037-1145217
Big Gun's Roofing Ltd.,(604) 816-3658,,,,,,Maple Ridge,BC,V4R 0G1,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/big-guns-roofing-ltd-0037-1253521
Alpine Roofing Ltd,(604) 313-8029,,,,,240 St. ,Maple Ridge,BC,V2W 1Y1,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-contractors/alpine-roofing-ltd-0037-1365005
Wolf Roofing and Property Maintenance,(778) 987-4916,,,,,Private Address ,Burnaby,BC,V5H 4A8,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/wolf-roofing-and-property-maintenance-0037-1377945
